"id","lokalisationsname","temporegime","temporegime_technical","umgesetzt_datum","rechtskraeftig_datum","publiziert_vsi_datum","ausnahmen_fahrverbot","fahrverbot_ssv","objectid","geometry"
"2403","Veilchenstrasse","T20","T20","","","","","","2649","LINESTRING (2684898.2 1246767.5,2684916.5 1246755.4,2684964.8 1246724.1,2685067.5 1246672.4)"
"43","Seefeldstrasse","T50","T50","","","","","","2604","LINESTRING (2683790.8 1246631.6,2683812 1246599.9,2683843.8 1246547.6,2683848.2 1246539.4,2683881.2 1246487.2,2683886.8 1246478.2,2683929.8 1246411.1,2683941.8 1246393.9,2683947.5 1246384.4,2683958 1246367.5,2683959.8 1246364.6,2683974 1246341.2,2683989.2 1246316.4,2683997.8 1246302.4,2684016.8 1246271.2,2684040.8 1246231.9,2684051 1246215.2,2684076.8 1246172.9,2684122.5 1246097.9,2684124 1246095.6,2684180 1246003.4,2684208.5 1245954.1,2684210.2 1245951.2,2684250.5 1245885,2684262.5 1245864.2,2684264.8 1245860,2684295.5 1245810.6,2684323.5 1245774.1,2684329.8 1245764.2,2684357 1245723.8,2684365 1245711.8,2684382 1245686.2,2684387.2 1245678.2,2684412 1245641.4,2684428 1245618.5,2684446.2 1245592.9,2684449.5 1245587.8,2684464 1245565.8,2684488.5 1245528.9,2684504 1245505.8,2684509 1245498.1,2684522 1245479.1,2684528 1245470.4,2684553.8 1245432.5,2684562.8 1245419.6,2684587 1245383.4,2684616 1245339.6,2684633 1245313.8,2684636.5 1245308,2684652 1245285,2684657.2 1245276.6,2684665.5 1245263.2,2684677 1245245.9,2684679.5 1245241.8,2684684.5 1245233.9,2684689 1245226,2684693.5 1245217.8,2684698.2 1245208.1,2684702.5 1245198.1,2684706.5 1245188,2684715.5 1245184.9,2684724.2 1245180.9,2684729.2 1245178)"
"840","Bellerivestrasse","T50","T50","","","","","","2640","LINESTRING (2683803.5 1246196,2683811.2 1246176.9,2683829 1246136.8,2683833.5 1246126.4,2683855.5 1246083.6,2683887.5 1246021.2,2683897.8 1246001.2,2683924.8 1245948.6,2683930 1245938.6,2683933.2 1245932.2,2683962 1245876.1,2683993.5 1245816.5,2684020.8 1245762.1,2684027.5 1245748.6,2684055.5 1245693.6,2684061.2 1245682.8,2684104.2 1245598.9,2684148 1245513.8,2684149.2 1245511.1,2684168 1245477.6,2684175.2 1245463.5,2684183.8 1245450.1,2684193.2 1245437.4,2684203.8 1245425.5,2684207.5 1245421.9,2684211 1245418.2,2684215 1245414.8,2684240.8 1245391.9,2684242.8 1245390.2,2684244.8 1245388.6,2684246.8 1245387.1,2684257.5 1245379.4,2684268.2 1245372,2684279.2 1245365,2684286.5 1245360.6,2684294 1245356.4,2684301.2 1245352.4,2684307.2 1245349.2,2684313.5 1245346.4,2684319.8 1245343.5,2684332.2 1245338.2,2684345 1245333.6,2684358.2 1245329.6,2684439.2 1245304.6,2684455 1245299.2,2684470.2 1245293.1,2684485.2 1245286,2684507 1245273.4,2684527.8 1245258.8,2684547 1245242.2,2684556 1245232.6,2684610 1245175.2,2684622.8 1245163.1,2684635.8 1245151.2,2684649 1245139.9,2684650 1245139.1,2684650.8 1245138.4,2684651.5 1245137.6,2684670.8 1245119.6,2684688.5 1245100.5,2684705.2 1245080.2,2684725.2 1245052,2684769.2 1244989.9,2684793.2 1244957.8)"
"2399","Seegartenstrasse","T30","T30","","","","","","2646","LINESTRING (2683803.5 1246196,2683915.2 1246229.6)"
"2400","Münchhaldenstrasse","T30","T30","","","","","","2647","LINESTRING (2684553.8 1245432.5,2684568 1245446.4,2684587.5 1245468.2,2684596.5 1245476.4,2684602.8 1245482.2,2684614.8 1245495.5,2684622.8 1245504.1,2684631.5 1245512,2684640.8 1245519.1,2684695.2 1245550.5,2684709.8 1245558.8,2684769 1245592.2,2684800.5 1245610.1)"
"2402","Arbenzstrasse","T30","T30","","","","","","2648","LINESTRING (2684420 1245864.8,2684414.5 1245877.6,2684374.2 1245979.8,2684373.8 1245981.5,2684373.5 1245982.9,2684373.5 1245984.8,2684373.8 1245986.4,2684374 1245987.4,2684375.5 1245990.2,2684379 1245993.1,2684400 1246007.2,2684419.2 1246019.4)"
"2404","Mühlebachstrasse","T30","T30","","","","","","2650","LINESTRING (2684062 1246503.4,2684132.2 1246420.2,2684133.5 1246419,2684134.8 1246417.6,2684136 1246416.2,2684150.2 1246401.2,2684164.2 1246386,2684177.8 1246370.5,2684186.5 1246360.2,2684195 1246349.9,2684203.2 1246339.5,2684216 1246323,2684228.5 1246306.1,2684240.5 1246289.1,2684242 1246286.8,2684243.8 1246284.4,2684245.2 1246282,2684280.8 1246231.2,2684283.8 1246229.6,2684286.5 1246227.9,2684289.2 1246225.8,2684291.5 1246223.5,2684293.8 1246221.1,2684296 1246218.4,2684297.8 1246215.6,2684315.5 1246185.9,2684329.8 1246157.6,2684369.5 1246096.1,2684373.8 1246089.2,2684413 1246028.8,2684415 1246025.5,2684417 1246022.4,2684419.2 1246019.4,2684421.8 1246016.6,2684424.2 1246014,2684427.2 1246011.4,2684458 1245988.4,2684460.2 1245985.9,2684462.2 1245983.2,2684464 1245980.4,2684465.5 1245977.4,2684477.5 1245955.5,2684495.5 1245922.9)"
"1611","Baurstrasse","T30","T30","","","","","","2673","LINESTRING (2684195 1245539.1,2684195.2 1245539.1,2684211.5 1245548.9,2684275.2 1245581.6)"
"850","Fennergasse","T20","T20","20221021000000","","","","","2679","LINESTRING (2684163 1246258.6,2684179.5 1246207.1,2684181.5 1246194)"
"764","Korneliusstrasse","T30","T30","20000128000000","","","","","2731","LINESTRING (2684330.5 1245546.9,2684336.2 1245540,2684368.5 1245503,2684424.5 1245437.4)"
"761","Falkenweg","Fahrverbot","T0","","","","","","2728","LINESTRING (2683852 1246742.1,2683867 1246769.1,2683878.8 1246786.6,2683891 1246803)"
"2349","Sechseläutenplatz","Fahrverbot","T0","","","","","","2795","LINESTRING (2683724.8 1246693.5,2683727.5 1246690.9,2683730.5 1246688.5,2683733.5 1246686,2683736.5 1246683.6,2683739.5 1246681.4,2683742.5 1246679.1,2683744 1246677.9,2683745.8 1246676.5,2683747.2 1246675.1,2683749 1246673.9,2683727.5 1246655.2,2683719.2 1246655)"
"1664","Hainerweg","Fahrverbot","T0","","","","","","2883","LINESTRING (2684579 1246302.8,2684561.5 1246332.2)"
"1707","Kreuzstrasse","T50","T50","","","","","","2889","LINESTRING (2683751 1246319.1,2683823 1246351.4,2683842.5 1246360.9,2683879 1246381.5,2683929.8 1246411.1,2683985.5 1246450,2683989 1246452.5,2684005.2 1246463.2,2684024.2 1246476,2684028.5 1246478.8,2684062 1246503.4,2684088.5 1246523,2684112.5 1246540.8,2684135 1246557.6,2684136 1246558.4,2684137 1246559.1,2684137.8 1246560,2684139.2 1246561.5,2684140.8 1246563.2,2684142 1246565,2684194.2 1246633.5,2684194.5 1246633.9)"
"799","Hambergersteig","Fahrverbot","T0","","","","","","2891","LINESTRING (2684829 1245054.1,2684864.2 1245076.9,2684967.2 1245141.8,2684973.5 1245146.1,2684979.8 1245146.5,2684985.8 1245147.6,2684991.8 1245149.1,2685024.5 1245167.4,2685025.5 1245168.1,2685026.8 1245169,2685027.8 1245170,2685028.8 1245171.1,2685029.5 1245172.2,2685030.2 1245173.5,2685031 1245174.8,2685031.5 1245176.1,2685031.8 1245177.5,2685032 1245178.9,2685032.2 1245180.4,2685032.2 1245181.8,2685032 1245183.2,2685031.8 1245184.6,2685029.5 1245209.4,2685029.5 1245210.6,2685029.2 1245211.8,2685029.2 1245213,2685029.5 1245214.1,2685029.8 1245215.4,2685030 1245216.5,2685030.2 1245217.6,2685030.8 1245218.6,2685033.5 1245222.6,2685033.8 1245222.9,2685034.2 1245223,2685034.5 1245223.1,2685034.8 1245223.2,2685035.2 1245223.4,2685035.5 1245223.4,2685035.8 1245223.5,2685036.2 1245223.5,2685036.5 1245223.4,2685037 1245223.4,2685037.2 1245223.2,2685037.5 1245223.1,2685038 1245223,2685038.2 1245222.9,2685038.5 1245222.6,2685042.5 1245219.9,2685043 1245219.6,2685043.8 1245219.4,2685044.2 1245219.1,2685045 1245219,2685045.8 1245219,2685046.2 1245218.9,2685047 1245219,2685047.5 1245219.1,2685048.2 1245219.2,2685049 1245219.4,2685049.5 1245219.6,2685050 1245220,2685050.8 1245220.4,2685051.2 1245220.8,2685051.8 1245221.2,2685052 1245221.8,2685052.5 1245222.2,2685052.8 1245222.9,2685053.2 1245223.4,2685053.5 1245224,2685053.5 1245224.6,2685053.8 1245225.4,2685053.8 1245226,2685053.8 1245226.6,2685053.8 1245227.2,2685053.8 1245228,2685053.5 1245228.6,2685053.2 1245229.2,2685053 1245229.9,2685052.8 1245230.5,2685052.5 1245231,2685052 1245231.5,2685050 1245236.1,2685057.5 1245235.9,2685071 1245244.2,2685081.8 1245250.1,2685085.8 1245251.1,2685102.2 1245268.2)"
"2385","Münchsteig","Fahrverbot","T0","","","","","","2949","LINESTRING (2684665.5 1245606.5,2684748.2 1245665.2,2684756.5 1245670.4)"
"920","Drahtzugstrasse","T30","T30","20161109000000","","","","","3011","LINESTRING (2684775.2 1246245.8,2684773.5 1246244.8,2684771.8 1246243.8,2684770.2 1246242.5,2684768.5 1246241.1,2684767.2 1246239.6,2684766 1246238,2684764.8 1246236.4,2684764 1246234.5,2684763 1246232.6,2684762.5 1246230.8,2684762 1246228.8,2684761.8 1246226.8,2684761.5 1246224.8,2684761.8 1246222.6,2684789.5 1246152,2684796.2 1246134.1,2684796.8 1246132.4,2684797.2 1246130.8,2684797.2 1246129,2684797.5 1246127.2,2684797.2 1246125.5)"
"1045","Weineggstrasse","Fahrverbot","T0","","","","","","3022","LINESTRING (2684841 1246078.6,2684845.8 1246073,2684848.5 1246067.2,2684849 1246066.6,2684850 1246064.4,2684850.5 1246062.8,2684850.8 1246061.1,2684850.8 1246058.6,2684850.2 1246056.6,2684848.8 1246052.2,2684847.8 1246048.9,2684847.8 1246047.1,2684847.8 1246045.4,2684848.2 1246042.5,2684847.2 1246038.2,2684856 1246035.1,2684857.8 1246034.8,2684862 1246034.1,2684869 1246032.8,2684870.2 1246032.4,2684878.5 1246029,2684881 1246028,2684885 1246025.9,2684887.8 1246024.4,2684888.8 1246023.8,2684898.8 1246017,2684909.5 1246008.8,2684912.2 1246006.9,2684927.2 1245998,2684949.2 1245986.2,2684951.8 1245984.5,2684956.8 1245980.5,2684959.5 1245978.5,2684964.5 1245976.1,2684967.2 1245975.2,2684971.2 1245974.5,2684975.5 1245974.2,2684977.2 1245974.4,2684995.2 1245978.1,2685008 1245974.9,2685009 1245974.5,2685015.5 1245971.1,2685017.5 1245969.9,2685026.2 1245963.5,2685035.2 1245955.2,2685037.2 1245953.9,2685044.2 1245949.8,2685049 1245947.8,2685055 1245945.6,2685066 1245942,2685079.2 1245935.9,2685081 1245935,2685103.8 1245922.1,2685122.5 1245910,2685161 1245883.8,2685183 1245868.2,2685197.5 1245857.9,2685264.8 1245824.2,2685336.5 1245781.5,2685348 1245775)"
"1167","Rückgasse","T30","T30","","","","","","3046","LINESTRING (2684148.5 1246192.5,2684149.2 1246183.6,2684171.8 1246120.1)"
"880","Seefeldstrasse","T30","T30","","","","","","3083","LINESTRING (2685006 1244776.9,2685067.8 1244680.2,2685074.2 1244669.6,2685080 1244658.6,2685085.2 1244647.4,2685107 1244594.1,2685111.8 1244584.2,2685117.2 1244574.8,2685123.5 1244565.8)"
"1461","Südstrasse","T30","T30","","","","","","3150","LINESTRING (2684833 1245522,2684919.2 1245522.8,2684920.5 1245522.8,2684921.8 1245522.8,2684923 1245522.5,2684924.2 1245522.2,2684925.5 1245521.9,2684926.5 1245521.4,2684927.8 1245520.8,2684928.8 1245520.1,2684929.8 1245519.4,2684930.8 1245518.5,2684931.8 1245517.5,2684932.5 1245516.5,2684933.2 1245515.5,2684933.8 1245514.4,2684934.2 1245513.1,2684934.8 1245511.9,2684936.8 1245507.2,2684959 1245457.9,2684968.5 1245441.4,2684970 1245438.9)"
"1791","Ulrichstrasse","T20","T20","","","","","","3221","LINESTRING (2684961.8 1246178.2,2684969.5 1246207.4,2684970.5 1246218.2)"
"1296","Drahtzugstrasse","Fahrverbot","T0","","","","","","3235","LINESTRING (2684797.2 1246125.5,2684809.2 1246117,2684827 1246095,2684841 1246078.6,2684849 1246078.4,2684857 1246077.5,2684864.8 1246075.8,2684872.5 1246073.4,2684877 1246071.9,2684881.5 1246070.1,2684886 1246067.9,2684890 1246065.4,2684893.8 1246062.4,2684897.5 1246059.2,2684900.8 1246055.8,2684903.8 1246052,2684906.5 1246048,2684908.5 1246045.2,2684910.8 1246042.8,2684913.2 1246040.5,2684916 1246038.4,2684918.8 1246036.6,2684921.8 1246035,2684924.8 1246033.8,2684928 1246032.6,2684931.2 1246031.9,2684963.8 1246026.6,2684972 1246026.6,2684980 1246027.4,2684988 1246028.9,2684995.8 1246031.1,2685002.5 1246032.8,2685009 1246033.8,2685015.8 1246034.2,2685022.5 1246034,2685029.2 1246033.2,2685036 1246031.8,2685046.8 1246029.2,2685058 1246027.6,2685069 1246027,2685080.2 1246027.2,2685082.5 1246027.6,2685084.8 1246028.2,2685087 1246029,2685089 1246030)"
"828","Hegibachplatz","T50","T50","","","","","","3269","LINESTRING (2684739 1246273.1,2684740.5 1246274.4,2684742.2 1246275.4,2684744 1246276.2,2684746 1246277,2684747.8 1246277.6,2684749.8 1246278,2684751.8 1246278.2,2684753.8 1246278.2,2684755.8 1246278.1,2684757.8 1246277.8,2684762.2 1246277.2,2684766.5 1246276.4,2684770.8 1246275.1,2684774.8 1246273.6,2684778.8 1246271.6,2684782.5 1246269.4,2684786 1246266.8,2684789.2 1246264,2684792.5 1246260.8,2684795.2 1246257.4,2684797.8 1246253.8,2684799.8 1246250,2684801.8 1246246,2684793 1246245.5,2684784 1246245.4,2684775.2 1246245.8,2684771.2 1246246.4,2684767.5 1246247.4,2684763.8 1246248.6,2684760.2 1246250.2,2684756.8 1246252.2,2684753.5 1246254.5,2684750.2 1246257,2684747.5 1246259.9,2684745 1246262.9,2684742.5 1246266.1,2684740.5 1246269.5,2684739 1246273.1)"
"830","Heliosstrasse","Fahrverbot","T0","","","","","","3270","LINESTRING (2684620.8 1246594,2684634.5 1246566.1,2684655.5 1246531.4)"
"5157","Hohenbühlstrasse","T50","T50","","","","","","4839","LINESTRING (2684145.5 1246701.6,2684143.2 1246710.6,2684148.8 1246740.9)"
"1436","Stadelhoferplatz","Fahrverbot","T0","","","","","","3331","LINESTRING (2683735.8 1246727.6,2683737 1246722.5)"
"458","Mittelstrasse","T30","T30","","","","","","3450","LINESTRING (2684125.8 1245720.6,2684127.8 1245713.4,2684172.2 1245632.1)"
"2475","Neumünsterstrasse","T50","T50","","","","","","3385","LINESTRING (2684491.5 1246129,2684556.2 1246161.2,2684565 1246165.6,2684661.2 1246213.8,2684679.5 1246223,2684697.2 1246233.8,2684713.8 1246246,2684729.2 1246259.6,2684732 1246262.6,2684734.8 1246265.9,2684737 1246269.5,2684739 1246273.1)"
"2482","Zollikerstrasse","T30","T30","","","","","","3389","LINESTRING (2684638 1245860.5,2684652.2 1245836,2684698 1245754.1,2684705 1245742.1,2684712.5 1245730.5,2684720.5 1245719.2,2684756.5 1245670.4,2684769.5 1245652.8,2684795.2 1245618.4,2684797 1245615.6,2684798.8 1245613,2684800.5 1245610.1,2684805.2 1245601.5,2684809.8 1245592.6,2684814 1245583.5,2684815.8 1245578.4,2684828.2 1245545.1,2684830.5 1245537.5,2684832.2 1245529.8,2684833 1245522,2684833 1245514.9,2684832.8 1245507.9,2684831.8 1245500.9,2684832.5 1245469,2684835.5 1245437.1,2684840.8 1245405.6,2684841.8 1245400.2,2684843 1245394.8,2684844.5 1245389.4,2684846.2 1245382.6,2684848.2 1245375.9,2684850.2 1245369.2,2684853.8 1245359.4,2684857.5 1245349.5,2684861.5 1245339.8,2684873.8 1245307.8,2684888.8 1245277,2684906.2 1245247.5,2684940.2 1245194.5,2684947.2 1245182.9,2684954 1245171,2684960 1245158.8,2684967.2 1245141.8,2684971 1245133.5,2685036 1244982,2685041 1244971.2,2685046.8 1244961,2685053.8 1244951.4,2685090.5 1244907.9,2685093 1244904.8,2685095.5 1244901.6,2685097.8 1244898.4,2685100.5 1244894.1,2685103 1244889.6,2685105.5 1244885,2685116.5 1244863.8,2685156.2 1244797,2685254.2 1244642.1)"
"2788","Forchstrasse","T50","T50","","","","","","3396","LINESTRING (2684284.5 1246585.8,2684299.8 1246582.1,2684317.5 1246571.1,2684344.2 1246554.8,2684360 1246545.1,2684376.5 1246538.1,2684393 1246531.2,2684409.8 1246524.6,2684418.5 1246520.4,2684426.8 1246515.5,2684435 1246510.1,2684437.8 1246508.2,2684440.5 1246506.4,2684443 1246504.4,2684494 1246454.6,2684509.2 1246439.8,2684522.5 1246427.1,2684546.2 1246403.6,2684570.5 1246380.6,2684595.2 1246358,2684603.2 1246351.4,2684611.2 1246345,2684619.5 1246338.6,2684622.2 1246336.6,2684624.8 1246334.8,2684627.5 1246332.8,2684651 1246315.8,2684676 1246300.5,2684702 1246287.1,2684739 1246273.1)"
"2793","Neptunstrasse","T30","T30","","","","","","3399","LINESTRING (2684476.8 1246754.5,2684599.2 1246584.2,2684625.2 1246480.4,2684627.2 1246454.1)"
"1956","Seefeldstrasse","T30","T30","","","","","","3453","LINESTRING (2684729.2 1245178,2684732.8 1245176.1,2684740.5 1245170.8,2684748 1245164.6,2684754.8 1245157.9,2684755.2 1245157.5,2684755.5 1245157,2684756 1245156.5,2684762.8 1245149,2684772.5 1245137.5,2684781.8 1245125.6,2684790.5 1245113.5,2684798.2 1245102.2,2684829 1245054.1,2684897.2 1244947.4,2684978.8 1244819.6,2685006 1244776.9)"
"2731","Bellerivestrasse","T50","T50","","","","","","3424","LINESTRING (2684933.2 1244751.1,2684932.2 1244747.2,2684931.5 1244743.2,2684931.2 1244739.2,2684931.2 1244735.2,2684931.5 1244731.1,2684932.2 1244727.2,2684933 1244723.2,2684934.5 1244719.5,2684947.5 1244695,2684961.8 1244671.2,2684977.5 1244648.4,2684999.5 1244618.6,2685023.8 1244591,2685050.5 1244565.6,2685056.5 1244560.5,2685062.8 1244555.9,2685069.2 1244551.9,2685076.2 1244548.4,2685083.2 1244545.5,2685090.8 1244543.4)"
"1366","Hammerstrasse","T30","T30","","","","","","3458","LINESTRING (2684797.2 1246125.5,2684823 1246120.1,2684894.2 1246104.5,2685007.5 1246079.5,2685125.2 1246054.9,2685228.2 1246032.1,2685291.2 1246018.2,2685358.2 1246003.6,2685418.5 1245990.4,2685419.5 1245990.1,2685420.8 1245989.9,2685421.8 1245989.8,2685423 1245989.8,2685424.2 1245989.9,2685425.2 1245990,2685426.5 1245990.4,2685427.5 1245990.6,2685428.5 1245991.1,2685429.5 1245991.8,2685430.5 1245992.4,2685431.5 1245993,2685432.2 1245993.8,2685440.5 1246002.4,2685451 1246004.4)"
"5159","Hohenbühlstrasse","T50","T50","","","","","","4840","LINESTRING (2684148.8 1246740.9,2684026.2 1246818)"
"2483","Klausstrasse","T30","T30","","","","","","3511","LINESTRING (2683930 1245938.6,2683945.8 1245942.6,2684049.5 1245959.4,2684064 1245962.2,2684080.2 1245969.1,2684180 1246003.4)"
"2485","Flühgasse","T30","T30","","","","","","3512","LINESTRING (2684978.8 1244819.6,2684992.5 1244827.9,2685048.2 1244866.9,2685090 1244895.2,2685097.8 1244898.4,2685106.8 1244901.6,2685172.5 1244934.8,2685302.8 1245000.4,2685324.2 1245010.2,2685346 1245018.9,2685368.5 1245026.2,2685371.8 1245027.6,2685375.2 1245028.9,2685378.5 1245030.1)"
"2486","Mühlebachstrasse","T30","T30","","","","","","3513","LINESTRING (2684495.5 1245922.9,2684548.5 1245823.5,2684550.8 1245819.6,2684579.2 1245766.4,2684617.2 1245696,2684633.8 1245665.8,2684665.5 1245606.5,2684695.2 1245550.5,2684706.2 1245539,2684756.8 1245469.6,2684776.2 1245441.4,2684791.5 1245420.9,2684807 1245399.9,2684811.8 1245393.9,2684812.5 1245392.8,2684813.5 1245391.6,2684814.8 1245390.6,2684816 1245389.8,2684817.2 1245389,2684818.5 1245388.4,2684819.8 1245387.8,2684821.2 1245387.2,2684822.8 1245387,2684824.2 1245386.8,2684825.5 1245386.6,2684827 1245386.8,2684828.5 1245386.9,2684844.5 1245389.4)"
"2488","Dufourstrasse","T30","T30","","","","","","3544","LINESTRING (2683842.5 1246360.9,2683849.5 1246347.6,2683868.2 1246314,2683888.5 1246277.6,2683915.2 1246229.6,2683916.5 1246227.4,2683945.2 1246177.4,2683947.2 1246173.6,2683973 1246127.4,2683976.2 1246121.2,2683977.8 1246118.4,2684009 1246061.6,2684022.2 1246037.6,2684023 1246036.5,2684060.8 1245968.4,2684064 1245962.2,2684067.5 1245956.1,2684089 1245917.2,2684145.2 1245815.2,2684170.5 1245769.9,2684180.2 1245752.5,2684205.5 1245706.9,2684230.8 1245661.1,2684244 1245637.2,2684270 1245590.1,2684275.2 1245581.6,2684282.2 1245569.9,2684305.5 1245531.8)"
"2490","Brotgasse","T30","T30","","","","","","3545","LINESTRING (2683947.5 1246384.4,2684006.2 1246416.8)"
"2491","Dahliastrasse","T30","T30","","","","","","3546","LINESTRING (2684205.5 1245706.9,2684214.5 1245710.6,2684315.5 1245761.5,2684329.8 1245764.2)"
"2492","Florastrasse","T30","T30","","","","","","3547","LINESTRING (2684051 1246215.2,2684057.8 1246220.5,2684163 1246258.6,2684198.8 1246272,2684240.5 1246289.1)"
"2495","Blumenweg","T30","T30","","","","","","3548","LINESTRING (2684064.8 1245909.4,2684089 1245917.2,2684106.5 1245922.5,2684208.5 1245954.1)"
"2496","Kirchenweg","T30","T30","","","","","","3549","LINESTRING (2684329.8 1246157.6,2684379.8 1246193.9,2684386.2 1246195.4,2684433.2 1246229.6)"
"2497","Holbeinstrasse","T30","T30","20180919000000","","","","","3550","LINESTRING (2683881.2 1246487.2,2683957.5 1246539.5,2684000.2 1246569.1)"
"2499","Freiestrasse","T30","T30","","","","","","3551","LINESTRING (2684954 1246405.6,2684978 1246380.4,2685001.8 1246356.1)"
"2501","Böcklinstrasse","T30","T30","","","","","","3553","LINESTRING (2684666.2 1246614.6,2684689.8 1246580.4,2684762 1246477.5,2684769 1246471.1,2684809.5 1246437.8,2684812.8 1246435.1,2684816 1246432.1,2684818.8 1246429,2684821.2 1246425.6,2684823.5 1246422,2684825.5 1246418.2,2684861.8 1246357.4)"
"2502","Ottenweg","T30","T30","","","","","","3554","LINESTRING (2684177.8 1246370.5,2684202 1246401.4,2684205.5 1246408.1,2684225 1246438.2,2684231.8 1246449,2684234.8 1246451.8,2684237.5 1246454.6,2684239.8 1246457.8,2684242 1246461.1,2684243.8 1246464.6,2684245.2 1246468.4,2684246.2 1246472.1,2684247.2 1246476,2684252.2 1246513.6,2684252.2 1246515.8,2684252.8 1246517.8,2684253.2 1246519.9,2684253.8 1246521.9,2684254.8 1246523.8,2684257 1246526.9,2684259.8 1246529.8,2684262.5 1246532.4,2684265.5 1246534.8,2684269 1246536.8,2684272.2 1246538.5,2684284.2 1246543.4)"
"1257","Stadelhoferplatz","Fahrverbot","T0","","","","","","3575","LINESTRING (2683760.2 1246697,2683758.8 1246701)"
"2745","Streulistrasse","T30","T30","","","","","","3592","LINESTRING (2684732 1246842,2684739.5 1246831.8,2684829.2 1246697.6,2684835.2 1246690.9,2684880.2 1246638.4,2684920.5 1246594,2684925 1246587.5,2685018.8 1246497.5,2685050.8 1246467.8,2685057.8 1246461.6)"
"2750","Minervastrasse","T30","T30","","","","","","3595","LINESTRING (2684417 1246714.4,2684459.8 1246654.8,2684463 1246650.2,2684470 1246640.9,2684497.2 1246602.9,2684503.2 1246594.6,2684532.5 1246554.1,2684546.5 1246543.5,2684608.2 1246475.6,2684627.2 1246454.1,2684657 1246421,2684763.8 1246303.2)"
"3806","Mainaustrasse","T30","T30","","","","","","3639","LINESTRING (2683864.8 1246086.6,2683976.2 1246121.2,2684037 1246152.9,2684067.2 1246169.8,2684076.8 1246172.9)"
"1006","Lureiweg","T20","T20","","","","","","3699","LINESTRING (2684923.5 1245628.4,2684961.8 1245538.1)"
"2174","Ulrichstrasse","Fahrverbot","T0","","","","","","3716","LINESTRING (2684970.5 1246218.2,2684967.8 1246231,2684951 1246288.8,2684944.5 1246301.6)"
"3401","Fröbelstrasse","T30","T30","","","","","","3802","LINESTRING (2685172.5 1246285,2685240.5 1246204.4,2685251 1246191.2,2685301.2 1246127.1,2685306 1246119.8,2685310.2 1246111.9,2685313.8 1246103.6)"
"2709","Klosbachstrasse","T50","T50","","","","","","3780","LINESTRING (2684284.5 1246585.8,2684286.8 1246585.8,2684288.8 1246585.9,2684290.8 1246586.2,2684293 1246586.8,2684295 1246587.4,2684296.8 1246588.2,2684298.8 1246589.2,2684300.5 1246590.5,2684302 1246591.9,2684303.5 1246593.2,2684305 1246594.9,2684306 1246596.6)"
"2151","Wotanstrasse","T30","T30","","","","","","3833","LINESTRING (2684899.2 1246572.5,2684916 1246552.9,2684973.8 1246484,2684974.8 1246483,2684975.5 1246481.9,2684976.8 1246481,2684977.8 1246480.1,2684979 1246479.2,2684980.2 1246478.6,2684981.5 1246478.1,2684982.8 1246477.6,2684984.2 1246477.2,2684985.5 1246477.1,2684987 1246477,2684996 1246478.1,2684997.5 1246478.5,2684998.8 1246478.9,2685000.2 1246479.4,2685001.5 1246480,2685002.8 1246480.6,2685004 1246481.5,2685005.2 1246482.5,2685006.2 1246483.5,2685018.8 1246497.5)"
"3237","Helenastrasse","T30","T30","20000128000000","","","","","3971","LINESTRING (2684368.5 1245503,2684375.5 1245508.9,2684453.8 1245563.6,2684464 1245565.8)"
"5146","Höschgasse","T50 tagüsber, T30 nachts","T50N30","20200813000000","","","","","4028","LINESTRING (2684295.5 1245810.6,2684325.8 1245824.8,2684351.5 1245835.9,2684366 1245842,2684420 1245864.8,2684480.8 1245889.9,2684495.5 1245922.9,2684498.5 1245932,2684502.2 1245940.8,2684506.2 1245949.5,2684507.5 1245951.9,2684509 1245954.4,2684510.2 1245956.8,2684521.5 1245973.2,2684537.5 1245997.2,2684545.5 1246010.6)"
"3702","Hammerstrasse","T50","T50","","","","","","4170","LINESTRING (2684545.5 1246010.6,2684578.8 1246027,2684645 1246047.9,2684654 1246051.1,2684662.8 1246054.6,2684671.5 1246058.4,2684709.8 1246075.9,2684716.8 1246079.1,2684785 1246110.1,2684786.5 1246110.8,2684787.8 1246111.5,2684789.2 1246112.4,2684790.5 1246113.2,2684791.8 1246114.4,2684792.8 1246115.5,2684793.8 1246116.8,2684794.5 1246118.1,2684795.5 1246119.5,2684796 1246120.9,2684796.5 1246122.4,2684797 1246124,2684797.2 1246125.5)"
"2909","Feldeggstrasse","T30","T30","","","","","","4212","LINESTRING (2684122.5 1246097.9,2684171.8 1246120.1,2684190.2 1246128.5,2684198.2 1246132.8,2684206.2 1246137,2684214.2 1246141.2,2684225.5 1246150.2,2684236.2 1246160,2684246.5 1246170.5,2684255 1246180.8,2684262.8 1246191.8,2684269.8 1246203.4,2684275.5 1246215.5,2684280.8 1246231.2,2684286 1246246.2,2684302.8 1246299.9,2684306.5 1246314,2684308.8 1246328.5,2684309.8 1246343.1,2684308.5 1246430.4,2684308.5 1246431.2,2684308.5 1246432.1,2684308.5 1246433,2684308.5 1246442.6,2684308 1246452.2,2684307.2 1246462)"
"5110","Heliosstrasse","T20","T20","20220607000000","","","","","4236","LINESTRING (2684655.5 1246531.4,2684655.5 1246531.4,2684721.5 1246431,2684727.2 1246422.1,2684733 1246414.5,2684739.2 1246407.4,2684746.2 1246400.9,2684753.8 1246395,2684761.8 1246389.8,2684770 1246385.4)"
