"id","lokalisationsname","temporegime","temporegime_technical","umgesetzt_datum","rechtskraeftig_datum","publiziert_vsi_datum","ausnahmen_fahrverbot","fahrverbot_ssv","objectid","geometry"
"2675","Schlierenberg","Fahrverbot","T0","","","","","","4471","LINESTRING (2678421.5 1249302.2,2678414.8 1249293.4,2678366.8 1249234.8,2678353.5 1249243,2678346.5 1249233.8,2678345 1249232.4,2678343.8 1249231.1,2678342 1249230,2678340.5 1249229,2678338.8 1249228.2,2678337 1249227.5,2678335 1249227,2678333.2 1249226.6,2678331.2 1249226.5,2678329.5 1249226.5,2678327.5 1249226.6,2678326.2 1249226.9,2678325.2 1249227,2678324 1249227.1,2678323 1249227,2678321.8 1249226.9,2678320.8 1249226.6,2678319.5 1249226.2,2678318.5 1249225.9,2678317.5 1249225.4,2678316.5 1249224.8,2678315.5 1249224,2678314.8 1249223.2,2678299 1249207,2678288.5 1249193.1,2678281.5 1249181.4,2678284.2 1249172.6,2678285.5 1249165.5,2678270.8 1249143.4,2678267 1249132.4,2678266.2 1249125.8,2678261.2 1249116.5,2678240.8 1249089.6,2678232.5 1249081.4,2678226.5 1249075.8)"
"5030","Badenerstrasse","T50","T50","","","","","","2514","LINESTRING (2679131.5 1249072.1,2679108.2 1249079.1,2679078 1249087)"
"5181","Dachslernstrasse","Fahrverbot","T0","20230425000000","20210416000000","20201118000000","Zubringerdienst / GU gestattet","2.13 Verbot für Motorwagen u. Motorräder","1253","LINESTRING (2678807.8 1249068.4,2678744.5 1249097.5,2678731.2 1249104.5,2678718.2 1249111.5,2678705 1249118.6,2678689.5 1249127.9,2678674.8 1249138.2,2678660.5 1249149.5)"
"4693","namenlos397","Fahrverbot","T0","","","","","","4655","LINESTRING (2679045.2 1250867.8,2679027.2 1250870.5,2679026.2 1250870.5,2679025.2 1250870.5,2679024.5 1250870.4,2679023.5 1250870.2,2679022.5 1250870,2679021.8 1250869.6,2679021 1250869.2,2679020 1250868.8,2679019.2 1250868.1,2679018.8 1250867.5,2679018 1250866.9,2679017.5 1250866.1,2679005.5 1250846.6,2678999.2 1250838.8,2678993.2 1250830.9,2678986.8 1250823.1,2678986.8 1250823,2678986.5 1250822.9,2678986.5 1250822.6,2678986.5 1250822.4,2678986.5 1250822.2,2678986.5 1250822,2678986.5 1250821.9,2678986.5 1250821.6,2678986.5 1250821.4,2678986.5 1250821.2,2678986.8 1250821,2678986.8 1250820.9,2678986.8 1250820.8,2678987 1250820.5,2678987 1250820.4,2678999.2 1250803.6,2679001 1250801.4,2679003 1250799.1,2679005 1250797,2679026.8 1250771.1,2679027 1250771,2679027 1250771,2679027 1250770.9,2679027 1250770.8,2679027 1250770.6,2679027 1250770.5,2679027 1250770.5,2679027 1250770.4,2679027 1250770.2,2679027 1250770.1,2679027 1250770.1,2679027 1250770,2679027 1250769.9,2679026.8 1250769.8,2679026.8 1250769.8,2679026.8 1250769.6,2679026.8 1250769.6,2679026.5 1250769.5,2679026.5 1250769.5,2679026.5 1250769.4,2679026.2 1250769.4,2679026.2 1250769.4,2679026 1250769.4,2679026 1250769.4,2679026 1250769.4,2679025.8 1250769.4,2679025.8 1250769.4,2679025.5 1250769.4,2679009 1250777.4,2679008.8 1250777.4,2679008.8 1250777.4,2679008.8 1250777.4,2679008.8 1250777.4,2679008.5 1250777.4,2679008.5 1250777.4,2679008.5 1250777.2,2679008.2 1250777.2,2679008.2 1250777.2,2679008.2 1250777.2,2679008.2 1250777.1,2679008 1250777.1,2679008 1250777,2679008 1250777,2679008 1250776.9,2679008 1250776.9,2679008 1250776.8,2679008 1250776.8,2679008 1250776.6,2679008 1250776.5,2679008 1250776.5,2679008 1250776.4,2679008 1250776.4,2679008 1250776.2,2679008 1250776.1,2679008 1250776.1,2679011.8 1250772.5,2679012 1250772.5,2679012 1250772.4,2679012.2 1250772.2,2679012.2 1250772.1,2679012.2 1250772,2679012.5 1250771.9,2679012.5 1250771.6,2679012.5 1250771.5,2679012.5 1250771.4,2679012.5 1250771.2,2679012.5 1250771.1,2679012.5 1250770.9,2679009.8 1250753.1,2679009.8 1250752.6,2679009.8 1250752.1,2679009.8 1250751.6,2679009.8 1250751.1,2679010 1250750.6,2679010 1250750.2,2679010.2 1250749.8,2679010.5 1250749.2,2679010.8 1250748.9,2679011.2 1250748,2679011.5 1250747,2679011.8 1250746.1,2679011.8 1250745.1,2679011.8 1250744.1,2679011.8 1250743.1,2679011.8 1250742.2,2679011.5 1250741.2,2679011.2 1250740.4)"
"4356","namenlos398","Fahrverbot","T0","","","","","","4890","LINESTRING (2679199.5 1250822.4,2679204.2 1250837,2679205.5 1250841.5,2679205.8 1250842.4,2679205.8 1250843.1,2679205.8 1250844,2679205.8 1250844.8,2679205.8 1250845.6,2679205.5 1250846.4,2679205.2 1250847.1,2679205 1250847.9,2679204.5 1250848.6,2679204 1250849.4,2679203.8 1250850,2679203 1250850.6,2679202.5 1250851.1,2679201.8 1250851.8,2679201.2 1250852.1,2679200.5 1250852.5,2679199.8 1250852.9,2679199 1250853.1,2679142.2 1250871.1)"
"2538","Karstlernstrasse","T30","T30","","","","","","5317","LINESTRING (2678564.2 1249366.5,2678499 1249281.4)"
"1087","Zinnengasse","Fahrverbot","T0","","","","","","162","LINESTRING (2683327.2 1247229.8,2683283.2 1247221.2,2683276.8 1247220.6)"
"1360","Friedensgasse","T30","T30","","","","","","176","LINESTRING (2682657.5 1247152,2682598 1247079.6)"
"1071","Wühre","Fahrverbot","T0","","","","","","581","LINESTRING (2683327.2 1247144,2683328.8 1247153.6,2683329.8 1247195.2,2683329.8 1247208.1,2683327.2 1247229.8,2683326.5 1247249.6,2683326.8 1247273.1,2683325.2 1247303.8)"
"917","Waaggasse","Fahrverbot","T0","","","","","","624","LINESTRING (2683206 1247170.4,2683189.8 1247183.6,2683165 1247165.8)"
"1172","Selnaubrücke","T50","T50","","","","","","637","LINESTRING (2682781.5 1247186.9,2682764.8 1247169.8,2682759.5 1247165)"
"2455","Zeugwartgasse","Fahrverbot","T0","","","","","","782","LINESTRING (2683191.8 1247213.9,2683182 1247233.9,2683189.8 1247239.1,2683175.8 1247285.8,2683178.2 1247292.2)"
"2803","Trittligasse","Fahrverbot","T0","","","","","","836","LINESTRING (2683560.2 1247066.2,2683566 1247067.5,2683609 1247100.5,2683614.8 1247103,2683672.5 1247144.8,2683690.8 1247137.8,2683713.5 1247149.6,2683720.2 1247155.8)"
"1080","Zentralhof","Fahrverbot","T0","","","","","","1213","LINESTRING (2683185.5 1247121.6,2683192 1247090)"
"1288","Basteigasse","T30","T30","","","","","","1250","LINESTRING (2682891.8 1247070.5,2682886.2 1247074.9,2682837.2 1247118.2)"
"4463","St. Peterstrasse","T50","T50","","","","","","1289","LINESTRING (2683079.8 1247276.9,2683018.2 1247260.6,2683014.5 1247258.8,2683010.5 1247256.1,2682962.5 1247222.4)"
"2610","Storchengasse","Fahrverbot","T0","","","","","","1433","LINESTRING (2683273.8 1247191.5,2683277.2 1247203.6,2683276.8 1247220.6,2683283.5 1247250.4,2683288.2 1247255.6)"
"2046","Schlossergasse","Fahrverbot","T0","","","","","","1474","LINESTRING (2683585.2 1247145.5,2683621.2 1247166.1,2683630.2 1247151.9)"
"3694","Bärengasse","T30","T30","","","","","","1532","LINESTRING (2682953.5 1247121,2682947 1247114.9)"
"3709","Münsterhof","Fahrverbot","T0","20140721000000","","","","","1535","LINESTRING (2683327.2 1247144,2683319 1247144.4,2683302.8 1247145.8,2683260.8 1247150,2683259 1247150,2683257.2 1247149.9,2683255.5 1247149.5,2683253.5 1247149,2683252 1247148.4,2683250.2 1247147.6,2683248.8 1247146.8,2683247.2 1247145.8,2683245.8 1247144.5)"
"1702","Basteiplatz","Fahrverbot","T0","","","","","","1564","LINESTRING (2682861.2 1247145.4,2682869.5 1247144.9,2682888 1247166.1,2682889.8 1247166.1,2682925 1247134,2682904.5 1247114.1,2682903 1247108.4)"
"642","Kirchgasse","Fahrverbot","T0","","","","","","1710","LINESTRING (2683452.2 1247063,2683477.8 1247079.5,2683507.5 1247104.9,2683524 1247120.1)"
"9","Römergasse","Fahrverbot","T0","","","","","","1749","LINESTRING (2683418 1247223.2,2683467.8 1247224.9,2683480.2 1247215.6,2683510.8 1247218.9)"
"3175","Talacker","T50","T50","","","","","","1814","LINESTRING (2683079.8 1247098.4,2683065.8 1247112.6,2683054.5 1247124.2,2683051.2 1247127.9,2683024.2 1247155.8,2683010.8 1247170.1,2683000.8 1247181,2682962.5 1247222.4,2682913.8 1247271.8)"
"125","Frankengasse","Fahrverbot","T0","","","","","","1927","LINESTRING (2683540.2 1247091.1,2683541 1247094.8,2683566.8 1247108.4,2683594 1247126.2,2683595.5 1247130,2683605.5 1247137.1,2683630.2 1247151.9,2683655.8 1247168.8,2683672.5 1247144.8)"
"498","Münsterhof","Fahrverbot","T0","20151127000000","","","","","1964","LINESTRING (2683273.8 1247191.5,2683274 1247191.5,2683274.2 1247191.5,2683274.5 1247191.5,2683275 1247191.4,2683275.2 1247191.4,2683275.5 1247191.2,2683275.8 1247191.1,2683276 1247190.9,2683276.2 1247190.8,2683276.5 1247190.5,2683276.8 1247190.2,2683277 1247190,2683277.2 1247189.8,2683277.2 1247189.5,2683277.5 1247189.2,2683277.5 1247188.9,2683277.5 1247188.6,2683277.8 1247188.2,2683278.2 1247180.8,2683278.2 1247180.2,2683278.2 1247179.9,2683278.5 1247179.5,2683278.5 1247179.1,2683278.8 1247178.6,2683279 1247178.2,2683279.2 1247178,2683299 1247150.9,2683302.8 1247145.8)"
"499","Münsterhof","Fahrverbot","T0","20151127000000","","","","","1965","LINESTRING (2683245.8 1247144.5,2683241.8 1247149.2,2683242.2 1247150.1,2683242.2 1247150.2,2683242.5 1247150.5,2683242.5 1247150.8,2683242.5 1247151,2683242.5 1247151.2,2683242.5 1247151.6,2683242.5 1247151.9,2683242.5 1247152.1,2683242.5 1247152.4,2683242.2 1247152.6,2683242.2 1247152.9,2683242.2 1247153.1,2683242 1247153.2,2683241.8 1247153.5,2683241.8 1247153.6,2683241.5 1247153.9,2683241.2 1247154,2683241 1247154.1,2683240.8 1247154.2,2683240.5 1247154.4,2683240.2 1247154.4,2683234.5 1247155.8,2683228.8 1247157.5,2683223.2 1247159.6,2683218 1247162,2683213 1247164.6,2683208.2 1247167.6,2683205 1247169.5,2683206 1247170.4,2683209.5 1247173.2,2683225.8 1247186.5,2683231 1247185,2683233.2 1247178.9,2683233.5 1247178.8,2683233.5 1247178.5,2683233.8 1247178.4,2683233.8 1247178.2,2683234 1247178.1,2683234 1247178,2683234.2 1247177.9,2683234.5 1247177.8,2683234.5 1247177.8,2683234.8 1247177.6,2683235 1247177.6,2683235.2 1247177.6,2683235.2 1247177.5,2683235.5 1247177.6,2683235.8 1247177.6,2683236 1247177.6,2683236 1247177.6,2683236.2 1247177.8,2683264 1247190.1,2683265.8 1247190.6,2683267.5 1247191,2683269.2 1247191.2,2683273.8 1247191.5)"
"376","Bahnhofstrasse","Fahrverbot","T0","","","","","","2224","LINESTRING (2683125 1247166.1,2683110.2 1247210,2683103 1247236.9)"
"2469","Schanzeneggstrasse","T50","T50","","","","","","1409","LINESTRING (2682793.2 1247092,2682730 1247077.1)"
"2156","Zentralhof","Fahrverbot","T0","","","","","","1495","LINESTRING (2683148 1247068,2683159.5 1247067.9,2683178.8 1247073.1,2683175.2 1247086.6,2683192 1247090)"
"3861","Paradeplatz","Fahrverbot","T0","","","","","","2393","LINESTRING (2683141 1247112.1,2683140 1247119.9,2683133.8 1247149.8,2683132.5 1247153.2,2683131 1247156.8,2683129.2 1247160,2683127.2 1247163.1,2683125 1247166.1)"
"4048","Pelikanstrasse","T50","T50","","","","","","2570","LINESTRING (2682834.5 1247243.9,2682826.2 1247234.5,2682818 1247225.1,2682813 1247219,2682799.5 1247205.2,2682796.2 1247202,2682781.5 1247186.9)"
"1078","Zentralhof","Fahrverbot","T0","","","","","","2697","LINESTRING (2683192 1247090,2683210.8 1247093.9,2683213.8 1247079)"
"1089","Züghusplatz","Fahrverbot","T0","","","","","","2734","LINESTRING (2683150.8 1247186.8,2683153.8 1247182.6,2683162.2 1247169.4,2683165 1247165.8,2683168.2 1247161.5,2683142.5 1247149.4,2683135.2 1247167.9)"
"1945","Neustadtgasse","Fahrverbot","T0","","","","","","2749","LINESTRING (2683614.8 1247103,2683602.8 1247117.8,2683595.5 1247130,2683585.2 1247145.5,2683579.2 1247152.5,2683566 1247155.4,2683551.5 1247170,2683552.2 1247174.1)"
"1753","Laternengasse","Fahrverbot","T0","","","","","","2772","LINESTRING (2683450.2 1247119.8,2683472 1247126.6,2683474.8 1247126.5,2683477.5 1247125.1,2683481.8 1247121.9,2683490.8 1247110.9,2683497 1247116.2,2683507.5 1247104.9)"
"1095","Am Schanzengraben","Fahrverbot","T0","","","","","","2865","LINESTRING (2682793.2 1247092,2682786.5 1247108.4,2682772 1247143.6,2682760.5 1247157.4,2682759.5 1247165)"
"1934","Züghusplatz","Fahrverbot","T0","","","","","","3258","LINESTRING (2683125 1247166.1,2683135.2 1247167.9,2683128 1247186.4,2683147.5 1247190.9,2683150.8 1247186.8)"
"3072","Zwingliplatz","Fahrverbot","T0","","","","","","3281","LINESTRING (2683473.8 1247201.2,2683475.5 1247201.6,2683474.2 1247205.5,2683487 1247208.2,2683488 1247205,2683491.5 1247205.4,2683490.5 1247212.5,2683511.8 1247215.2,2683510.8 1247218.9,2683509.8 1247222.5,2683516.8 1247229.1,2683516 1247233.6,2683519 1247234)"
"1987","Kirchgasse","Fahrverbot","T0","","","","","","3392","LINESTRING (2683527.5 1247142.2,2683552.2 1247174.1,2683553.5 1247176,2683566.2 1247185,2683615.5 1247209.2,2683631 1247219.4,2683689.8 1247245.4,2683701.8 1247250.6,2683714 1247251)"
"2906","Rüdenplatz","Fahrverbot","T0","","","","","","4210","LINESTRING (2683414 1247240.1,2683428.8 1247241.5,2683432.5 1247248.1,2683430 1247249.2,2683427 1247268.1,2683426.5 1247273.1,2683431.8 1247274.6,2683435.5 1247273.6)"
"2698","Grossmünsterplatz","Fahrverbot","T0","","","","","","4604","LINESTRING (2683473.8 1247201.2,2683475 1247196.9,2683460.8 1247177.2,2683460.5 1247175.2,2683500.8 1247147.5,2683508.2 1247150.9,2683515 1247157.9,2683525.8 1247150.1,2683527.5 1247142.2,2683529.2 1247134.4,2683526 1247126.9,2683524 1247120.1,2683520 1247124.6,2683513 1247129.8,2683505.8 1247122.2,2683470.5 1247157.2,2683469.2 1247158.5,2683467 1247158.5,2683457 1247154.4,2683448.5 1247183.4,2683456.8 1247188.5,2683454 1247198.1,2683454.8 1247208,2683466.2 1247207.6,2683471 1247212.2,2683473.8 1247201.2)"
"3550","Paradeplatz","Fahrverbot","T0","","","","","","5075","LINESTRING (2683141 1247112.1,2683137.8 1247113.4,2683134.2 1247114.4,2683130.8 1247115,2683127.2 1247115.4,2683123.8 1247115.4,2683120.2 1247115.1,2683116.8 1247114.5,2683113.2 1247113.6,2683109.8 1247112.4,2683099.8 1247108,2683089.5 1247103.2,2683079.8 1247098.4,2683079.2 1247100.4,2683079 1247102.5,2683079 1247104.6,2683079 1247106.8,2683079.5 1247108.9,2683080 1247110.9,2683080.5 1247112.9,2683081.5 1247114.9,2683082.5 1247116.8,2683083.5 1247118.5,2683084.8 1247120.1,2683086.2 1247121.8,2683088 1247123.1,2683089.5 1247124.4,2683091.2 1247125.5,2683093.2 1247126.5,2683111.5 1247134.6,2683113.2 1247135.6,2683114.8 1247136.8,2683116.2 1247138,2683117.5 1247139.2,2683118.8 1247140.8,2683120 1247142.4,2683120.8 1247144,2683121.8 1247145.8,2683122.2 1247147.5,2683122.8 1247149.4,2683123.2 1247151.2,2683125 1247166.1)"
"3565","Poststrasse","T30","T30","20140721000000","","","","","5211","LINESTRING (2683232.2 1247128.8,2683231.8 1247129.2,2683231.2 1247129.5,2683230.8 1247129.9,2683230 1247130.1,2683229.5 1247130.2,2683229 1247130.4,2683228.2 1247130.5,2683227.8 1247130.5,2683227 1247130.5,2683226.5 1247130.5,2683226 1247130.4,2683185.5 1247121.6,2683141 1247112.1)"
"2640","Weite Gasse","Fahrverbot","T0","","","","","","213","LINESTRING (2683555.8 1246982.5,2683611.5 1247010.2)"
"2034","Kappelerhof","Fahrverbot","T0","","","","","","225","LINESTRING (2683205 1247036,2683210 1247015.8)"
"3580","Börsenstrasse","T50","T50","20161219000000","","","","","236","LINESTRING (2683186.8 1246923.8,2683178.2 1246921.2,2683128.2 1246904.8,2683081.8 1246892.8)"
"1731","Ulmbergtunnel","T50","T50","","","","","","302","LINESTRING (2682559.5 1246769,2682565.5 1246774.6)"
"2894","Schmidhofgasse","Fahrverbot","T0","","","","","","326","LINESTRING (2683695 1246735.5,2683700 1246740.6,2683752.5 1246790.5,2683761.5 1246791.6)"
"662","Kruggasse","Fahrverbot","T0","","","","","","422","LINESTRING (2683572.2 1246961.6,2683623.2 1246990.8)"
"326","Olgaweg","Fahrverbot","T0","","","","","","427","LINESTRING (2683795.8 1246910.6,2683784.8 1246906.2,2683748.5 1246959.1,2683752.2 1246962.4,2683737 1246978,2683730 1246985.5)"
"4475","Oberdorfstrasse","T20","T20","20171130000000","","","","","492","LINESTRING (2683653.2 1246930.5,2683638.8 1246957.8)"
"4491","Beethovenstrasse","T50","T50","","","","","","494","LINESTRING (2682845.5 1246916.9,2682845.5 1246916.9,2682835.8 1246934.5,2682808 1247018.1)"
"1334","Am Schanzengraben","T50","T50","","","","","","651","LINESTRING (2682825.2 1247030.6,2682820.5 1247035.1,2682793.2 1247092)"
"1651","Bahnhofstrasse","Fahrverbot","T0","","","","","","667","LINESTRING (2683232.8 1246760.2,2683207.5 1246850)"
"2722","Hechtplatz","Fahrverbot","T0","","","","","","785","LINESTRING (2683514.5 1246976.2,2683524 1246982.4,2683513 1246997,2683530.2 1247012.4,2683542.8 1246993.6)"
"3689","Torgasse","Fahrverbot","T0","","","","","","917","LINESTRING (2683559.2 1246916.6,2683569.8 1246922.6,2683591.8 1246935.5,2683636.2 1246962.4)"
"3630","Flössergasse","T30","T30","","","","","","932","LINESTRING (2682624 1247055.9,2682598 1247079.6)"
"3730","Kappelerhof","Fahrverbot","T0","","","","","","948","LINESTRING (2683261.8 1247000.5,2683236 1246994.9,2683242.5 1246965,2683224 1246961.2)"
"3851","Freigutstrasse","T30","T30","","","","","","1093","LINESTRING (2682670.8 1246770.4,2682667.8 1246774.4,2682665 1246778.4,2682661.8 1246782.2,2682563.5 1246895.2,2682489.8 1246979.8)"
"3315","Quaibrücke","T50","T50","","","","","","1144","LINESTRING (2683371.8 1246798.1,2683487.5 1246829,2683514.2 1246836.4)"
"4492","Tödistrasse","T30","T30","20180626000000","","","","","1307","LINESTRING (2682910.8 1246496.4,2682832.2 1246647.8,2682779.2 1246750.9,2682739.5 1246829.6,2682732.8 1246843.1)"
"1492","Dreikönigstrasse","T30","T30","20180626000000","","","","","1342","LINESTRING (2682703 1246708,2682631.2 1246669.5,2682625 1246662.9)"
"156","Fraumünsterstrasse","T30","T30","","","","","","1370","LINESTRING (2683308.2 1246788.4,2683291.2 1246864.9,2683274.5 1246942.1)"
"2278","Caroline-Farner-Weg","Fahrverbot","T0","","","","","","1380","LINESTRING (2683737 1246978,2683750 1246988.4,2683755.5 1246994.2,2683763.5 1247004.2,2683774.5 1247020,2683786 1247037.6,2683814.5 1247083.8,2683821 1247094.8,2683828.2 1247102.8)"
"2350","Sechseläutenplatz","Fahrverbot","T0","","","","","","1391","LINESTRING (2683630.5 1246801.6,2683634.8 1246787.5)"
"2651","Zentralhof","Fahrverbot","T0","","","","","","1441","LINESTRING (2683243 1247085.4,2683213.8 1247079,2683216.5 1247064.1,2683199.5 1247060.2)"
"2083","St. Urbangasse","Fahrverbot","T0","","","","","","1481","LINESTRING (2683628.8 1246815.9,2683696.8 1246876.4)"
"1741","Waldmannstrasse","T20","T20","20171130000000","","","","","1571","LINESTRING (2683705.2 1246967.1,2683667.8 1247028.8)"
"770","Hechtplatz","Fahrverbot","T0","","","","","","1623","LINESTRING (2683546.5 1246996.1,2683542.8 1246993.6,2683550.5 1246982.1,2683533.8 1246969.4,2683524 1246982.4)"
"807","Bleicherweg","T30","T30","20170725000000","","","","","1628","LINESTRING (2683079.8 1247098.4,2683067.8 1247079.4,2683038.2 1247045.8)"
"838","Bärenbrüggli","Fahrverbot","T0","","","","","","1633","LINESTRING (2682866.8 1247051.6,2682825.2 1247030.6)"
"572","Schanzengasse","Fahrverbot","T0","","","","","","1697","LINESTRING (2683761.5 1246791.6,2683776 1246804.2,2683823.5 1246845.5)"
"578","Scheitergasse","Fahrverbot","T0","","","","","","1700","LINESTRING (2683540.5 1247005.2,2683572.5 1247026.1,2683588.8 1247039.1)"
"378","Bahnhofstrasse","T50","T50","","","","","","1738","LINESTRING (2683207.5 1246850,2683186.8 1246923.8,2683172.2 1246977.8,2683159 1247026.1,2683148 1247068,2683141 1247112.1)"
"386","Bärengasse","Fahrverbot","T0","","","","","","1739","LINESTRING (2682891.8 1247070.5,2682878.5 1247057.5,2682866.8 1247051.6)"
"1552","Lochmannstrasse","T30","T30","","","","","","1767","LINESTRING (2683321.2 1246866,2683291.2 1246864.9)"
"21","Rössligasse","Fahrverbot","T0","","","","","","1859","LINESTRING (2683496.2 1247056.6,2683510 1247068.8,2683539.2 1247087.1,2683540.2 1247091.1)"
"187","Schillerstrasse","T50","T50","","","","","","1973","LINESTRING (2683755.2 1246583.2,2683752 1246590.4,2683719.5 1246654.4,2683719.2 1246655)"
"560","Kappelerhof","Fahrverbot","T0","","","","","","2066","LINESTRING (2683172.2 1246977.8,2683198.5 1246985,2683191.8 1247011.8,2683210 1247015.8)"
"441","Börsenstrasse","T30","T30","20161219000000","","","","","2098","LINESTRING (2683324 1246946.8,2683274.5 1246942.1,2683263.8 1246941.4,2683230 1246934,2683199 1246927.2,2683186.8 1246923.8)"
"618","Schiffländeplatz","Fahrverbot","T0","","","","","","2164","LINESTRING (2683487.2 1247029.9,2683479.5 1247042.2,2683493.5 1247054.5,2683502.2 1247043.2)"
"5236","Stadelhoferstrasse","Fahrverbot","T0","","20230922000000","20230823000000","Taxi (in Richtung Falkenstrasse)","2.13 Verbot für Motorwagen u. Motorräder","2210","LINESTRING (2683863 1246736,2683852 1246742.1,2683833.5 1246752.5,2683820 1246761)"
"381","Kappelergasse","T30","T30","20140721000000","","","","","2241","LINESTRING (2683326.2 1247063.8,2683259.8 1247047.9,2683251.8 1247046.1,2683205 1247036,2683159 1247026.1)"
"391","Bellevueplatz","Fahrverbot","T0","","","","","","2247","LINESTRING (2683514.2 1246836.4,2683515.8 1246835.6,2683517.2 1246834.9,2683518.8 1246834.4,2683520.2 1246833.9,2683522 1246833.6,2683523.8 1246833.5,2683525.2 1246833.5,2683527 1246833.6,2683528.5 1246833.9,2683530.2 1246834.2,2683531.8 1246834.8,2683533.2 1246835.5,2683534.8 1246836.2,2683536.2 1246837.1,2683569 1246860.4,2683571.5 1246862.5,2683573.5 1246864.8,2683575.5 1246867.2,2683577 1246869.8,2683578.5 1246872.5,2683579.8 1246875.4,2683580.5 1246878.4,2683581.2 1246881.4)"
"703","Stadelhoferplatz","Fahrverbot","T0","","","","","","2269","LINESTRING (2683786.5 1246769.1,2683785.5 1246764.4,2683786.5 1246765.2,2683787.5 1246766.1,2683788.8 1246766.8,2683790 1246767.4,2683791.2 1246767.9,2683792.8 1246768.2,2683794 1246768.5,2683795.5 1246768.6,2683797 1246768.8,2683798.2 1246768.6,2683799.8 1246768.4,2683801 1246768,2683802.5 1246767.5,2683803.8 1246766.9,2683804.8 1246766.2,2683806 1246765.4,2683807 1246764.5,2683808 1246763.5,2683809 1246762.5,2683809.8 1246761.2,2683810.5 1246760.1,2683811 1246758.8,2683811.5 1246757.5,2683812 1246756.1,2683812.2 1246754.8,2683812.2 1246753.4,2683812.2 1246751.9,2683812 1246750.5,2683811.8 1246749.1,2683811.5 1246747.8,2683811 1246746.5,2683810.2 1246745.2,2683809.8 1246744,2683808.8 1246742.9,2683808 1246741.8,2683765 1246705.4,2683758.8 1246701)"
"704","Stadelhoferstrasse","Fahrverbot","T0","","","","","","2270","LINESTRING (2683778.8 1246776.1,2683761.5 1246791.6)"
"4490","Beethovenstrasse","T30","T30","20180626000000","","","","","2312","LINESTRING (2683026.2 1246583.9,2682956 1246714.5,2682903.5 1246815.5,2682854.8 1246905.2,2682845.5 1246916.9)"
"426","Rämistrasse","T50","T50","","","","","","2333","LINESTRING (2683514.2 1246836.4,2683514.8 1246838.4,2683515.2 1246840.4,2683516 1246842.2,2683517 1246844,2683518.2 1246845.8,2683519.5 1246847.2,2683520.8 1246848.8,2683522.2 1246850.1,2683524 1246851.4,2683525.5 1246852.5,2683527.5 1246853.4,2683568.2 1246874.5,2683581.2 1246881.4,2683587 1246884.9,2683592.5 1246888.5,2683598 1246892.2,2683653.2 1246930.5,2683694.2 1246959.4,2683705.2 1246967.1,2683716.2 1246974.9,2683721 1246978.2,2683725.5 1246981.8,2683730 1246985.5,2683739.8 1246995.1,2683748.8 1247005.8,2683756.5 1247017.2,2683794.5 1247078,2683806.8 1247097.8,2683817.2 1247114.2,2683857.8 1247179)"
"1583","Utoquai","T50","T50","","","","","","2338","LINESTRING (2683514.2 1246836.4,2683528 1246822.1,2683540.8 1246806.8,2683552 1246790.5,2683562.2 1246773.4,2683564.8 1246767.5,2683567.5 1246761.6,2683569.8 1246755.8,2683610.2 1246659,2683618.8 1246637.9,2683662 1246531.2,2683677.5 1246493.2,2683683.2 1246479.6,2683723.5 1246384.5,2683734.8 1246358.1,2683751 1246319.1,2683767.5 1246278.8,2683777.5 1246256.9,2683787.5 1246234.5,2683796.8 1246213.2,2683803.5 1246196)"
"3452","Sechseläutenplatz","Fahrverbot","T0","","","","","","2364","LINESTRING (2683729.8 1246697.2,2683724.8 1246693.5)"
"3543","Freieckgasse","Fahrverbot","T0","","","","","","2380","LINESTRING (2683605.2 1246845.5,2683612.5 1246850.6,2683678.8 1246898.1)"
"3572","Seerosenstrasse","T30","T30","20140516000000","","","","","2385","LINESTRING (2683739 1246390.6,2683810.2 1246419.2)"
"3988","Gartenstrasse","T30","T30","","","","","","2560","LINESTRING (2682753 1246995.1,2682741.5 1246989.8,2682680.5 1246958.4,2682673.8 1246954.9,2682667.2 1246951.6,2682568.8 1246900.5,2682563.5 1246895.2)"
"4001","Dreikönigbrücke","T50","T50","","","","","","2562","LINESTRING (2683081.8 1246892.8,2683053 1246884.8)"
"1156","Münsterbrücke","T30","T30","20140721000000","","","","","2618","LINESTRING (2683327.2 1247144,2683338.5 1247146.9,2683409 1247158.4,2683414.8 1247159.8,2683420.5 1247161.6,2683426 1247164,2683431.2 1247166.9,2683436.2 1247170.2)"
"1883","Stadelhoferplatz","Fahrverbot","T0","","","","","","2655","LINESTRING (2683758.8 1246701,2683753.2 1246698,2683752 1246697.5,2683750.8 1246697.1,2683749.5 1246696.9,2683748 1246696.8,2683746.8 1246696.8,2683745.5 1246696.9,2683744.2 1246697,2683743 1246697.2,2683741.8 1246697.8,2683740.5 1246698.2,2683739.2 1246698.9,2683738.2 1246699.6,2683737.2 1246700.4,2683736.2 1246701.4,2683735.5 1246702.4,2683734.8 1246703.4,2683734 1246704.5,2683733.5 1246705.6,2683733 1246706.9,2683732.5 1246708.1,2683732.2 1246709.4,2683732.2 1246710.8,2683732.2 1246712,2683732.2 1246713.4,2683732.5 1246714.6,2683732.8 1246715.9,2683733.2 1246717.1,2683733.8 1246718.4,2683734.5 1246719.5,2683735.2 1246720.5,2683736 1246721.5,2683737 1246722.5,2683762.2 1246745.2,2683785.5 1246764.4)"
